ball0 : Ball
fields866.xPos = 34
fields866.yPos = 16
fields867.xPos = 34
fields867.yPos = 17
fields868.xPos = 34
fields868.yPos = 18
fields869.xPos = 34
fields869.yPos = 19
fields870.xPos = 34
fields870.yPos = 20
fields871.xPos = 34
fields871.yPos = 21
fields872.xPos = 34
fields872.yPos = 22
fields873.xPos = 34
fields873.yPos = 23
fields874.xPos = 34
fields874.yPos = 24
fields875.xPos = 35
fields876.xPos = 35
fields876.yPos = 1
fields877.xPos = 35
fields877.yPos = 2
fields878.xPos = 35
fields878.yPos = 3
fields879.xPos = 35
fields879.yPos = 4
fields880.xPos = 35
fields880.yPos = 5
fields881.xPos = 35
fields881.yPos = 6
fields882.xPos = 35
fields882.yPos = 7
fields883.xPos = 35
fields883.yPos = 8
fields884.xPos = 35
fields884.yPos = 9
fields885.xPos = 35
fields885.yPos = 10
fields886.xPos = 35
fields886.yPos = 11
fields887.xPos = 35
fields887.yPos = 12
fields888.xPos = 35
fields888.yPos = 13
fields889.xPos = 35
fields889.yPos = 14
fields890.xPos = 35
fields890.yPos = 15
fields891.xPos = 35
fields891.yPos = 16
fields892.xPos = 35
fields892.yPos = 17
fields893.xPos = 35
fields893.yPos = 18
fields894.xPos = 35
fields894.yPos = 19
fields895.xPos = 35
fields895.yPos = 20
fields896.xPos = 35
fields896.yPos = 21
fields897.xPos = 35
fields897.yPos = 22
fields898.xPos = 35
fields898.yPos = 23
fields899.xPos = 35
fields899.yPos = 24
fields900.xPos = 36
fields901.xPos = 36
fields901.yPos = 1
fields902.xPos = 36
fields902.yPos = 2
fields903.xPos = 36
fields903.yPos = 3
fields904.xPos = 36
fields904.yPos = 4
fields905.xPos = 36
fields905.yPos = 5
fields906.xPos = 36
fields906.yPos = 6
fields907.xPos = 36
fields907.yPos = 7
fields908.xPos = 36
fields908.yPos = 8
fields909.xPos = 36
fields909.yPos = 9
fields910.xPos = 36
fields910.yPos = 10
fields911.xPos = 36
fields911.yPos = 11
fields912.xPos = 36
fields912.yPos = 12
fields913.xPos = 36
fields913.yPos = 13
fields914.xPos = 36
fields914.yPos = 14
fields915.xPos = 36
fields915.yPos = 15
fields916.xPos = 36
fields916.yPos = 16
fields917.xPos = 36
fields917.yPos = 17
fields918.xPos = 36
fields918.yPos = 18
fields919.xPos = 36
fields919.yPos = 19
fields920.xPos = 36
fields920.yPos = 20
fields921.xPos = 36
fields921.yPos = 21
fields922.xPos = 36
fields922.yPos = 22
fields923.xPos = 36
fields923.yPos = 23
fields924.xPos = 36
fields924.yPos = 24
fields925.xPos = 37
fields926.xPos = 37
fields926.yPos = 1
fields927.xPos = 37
fields927.yPos = 2
fields928.xPos = 37
fields928.yPos = 3
fields929.xPos = 37
fields929.yPos = 4
fields930.xPos = 37
fields930.yPos = 5
fields931.xPos = 37
fields931.yPos = 6
fields932.xPos = 37
fields932.yPos = 7
fields933.xPos = 37
fields933.yPos = 8
fields934.xPos = 37
fields934.yPos = 9
fields935.xPos = 37
fields935.yPos = 10
fields936.xPos = 37
fields936.yPos = 11
fields937.xPos = 37
fields937.yPos = 12
fields938.xPos = 37
fields938.yPos = 13
fields939.xPos = 37
fields939.yPos = 14
fields940.xPos = 37
fields940.yPos = 15
fields941.xPos = 37
fields941.yPos = 16
fields942.xPos = 37
fields942.yPos = 17
fields943.xPos = 37
fields943.yPos = 18
fields944.xPos = 37
fields944.yPos = 19
fields945.xPos = 37
fields945.yPos = 20
fields946.xPos = 37
fields946.yPos = 21
fields947.xPos = 37
fields947.yPos = 22
fields948.xPos = 37
fields948.yPos = 23
fields949.xPos = 37
fields949.yPos = 24
fields950.xPos = 38
fields951.xPos = 38
fields951.yPos = 1
fields952.xPos = 38
fields952.yPos = 2
fields953.xPos = 38
fields953.yPos = 3
fields954.xPos = 38
fields954.yPos = 4
fields955.xPos = 38
fields955.yPos = 5
fields956.xPos = 38
fields956.yPos = 6
fields957.xPos = 38
fields957.yPos = 7
fields958.xPos = 38
fields958.yPos = 8
fields959.xPos = 38
fields959.yPos = 9
fields960.xPos = 38
fields960.yPos = 10
fields961.xPos = 38
fields961.yPos = 11
fields962.xPos = 38
fields962.yPos = 12
fields963.xPos = 38
fields963.yPos = 13
fields964.xPos = 38
fields964.yPos = 14
fields965.xPos = 38
fields965.yPos = 15
fields966.xPos = 38
fields966.yPos = 16
fields967.xPos = 38
fields967.yPos = 17
fields968.xPos = 38
fields968.yPos = 18
fields969.xPos = 38
fields969.yPos = 19
fields970.xPos = 38
fields970.yPos = 20
fields971.xPos = 38
fields971.yPos = 21
fields972.xPos = 38
fields972.yPos = 22
fields973.xPos = 38
fields973.yPos = 23
fields974.xPos = 38
fields974.yPos = 24
fields975.xPos = 39
fields976.xPos = 39
fields976.yPos = 1
fields977.xPos = 39
fields977.yPos = 2
fields978.xPos = 39
fields978.yPos = 3
fields979.xPos = 39
fields979.yPos = 4
fields980.xPos = 39
fields980.yPos = 5
fields981.xPos = 39
fields981.yPos = 6
fields982.xPos = 39
fields982.yPos = 7
fields983.xPos = 39
fields983.yPos = 8
fields984.xPos = 39
fields984.yPos = 9
fields985.xPos = 39
fields985.yPos = 10
fields986.xPos = 39
fields986.yPos = 11
fields987.xPos = 39
fields987.yPos = 12
fields988.xPos = 39
fields988.yPos = 13
fields989.xPos = 39
fields989.yPos = 14
fields990.xPos = 39
fields990.yPos = 15
fields991.xPos = 39
fields991.yPos = 16
fields992.xPos = 39
fields992.yPos = 17
fields993.xPos = 39
fields993.yPos = 18
fields994.xPos = 39
fields994.yPos = 19
fields995.xPos = 39
fields995.yPos = 20
fields996.xPos = 39
fields996.yPos = 21
fields997.xPos = 39
fields997.yPos = 22
fields998.xPos = 39
fields998.yPos = 23
fields999.xPos = 39
fields999.yPos = 24
fields1000.xPos = 40
fields1001.xPos = 40
fields1001.yPos = 1
fields1002.xPos = 40
fields1002.yPos = 2
fields1003.xPos = 40
fields1003.yPos = 3
fields1004.xPos = 40
fields1004.yPos = 4
fields1005.xPos = 40
fields1005.yPos = 5
fields1006.xPos = 40
fields1006.yPos = 6
fields1007.xPos = 40
fields1007.yPos = 7
fields1008.xPos = 40
fields1008.yPos = 8
fields1009.xPos = 40
fields1009.yPos = 9
fields1010.xPos = 40
fields1010.yPos = 10
fields1011.xPos = 40
fields1011.yPos = 11
fields1012.xPos = 40
fields1012.yPos = 12
fields1013.xPos = 40
fields1013.yPos = 13
fields1014.xPos = 40
fields1014.yPos = 14
fields1015.xPos = 40
fields1015.yPos = 15
fields1016.xPos = 40
fields1016.yPos = 16
fields1017.xPos = 40
fields1017.yPos = 17
fields1018.xPos = 40
fields1018.yPos = 18
fields1019.xPos = 40
fields1019.yPos = 19
fields1020.xPos = 40
fields1020.yPos = 20
fields1021.xPos = 40
fields1021.yPos = 21
fields1022.xPos = 40
fields1022.yPos = 22
fields1023.xPos = 40
fields1023.yPos = 23
fields1024.xPos = 40
fields1024.yPos = 24
fields1025.xPos = 41
fields1026.xPos = 41
fields1026.yPos = 1
fields1027.xPos = 41
fields1027.yPos = 2
fields1028.xPos = 41
fields1028.yPos = 3
fields1029.xPos = 41
fields1029.yPos = 4
fields1030.xPos = 41
fields1030.yPos = 5
fields1031.xPos = 41
fields1031.yPos = 6
fields1032.xPos = 41
fields1032.yPos = 7
fields1033.xPos = 41
fields1033.yPos = 8
fields1034.xPos = 41
fields1034.yPos = 9
fields1035.xPos = 41
fields1035.yPos = 10
fields1036.xPos = 41
fields1036.yPos = 11
fields1037.xPos = 41
fields1037.yPos = 12
fields1038.xPos = 41
fields1038.yPos = 13
fields1039.xPos = 41
fields1039.yPos = 14
fields1040.xPos = 41
fields1040.yPos = 15
fields1041.xPos = 41
fields1041.yPos = 16
fields1042.xPos = 41
fields1042.yPos = 17
fields1043.xPos = 41
fields1043.yPos = 18
fields1044.xPos = 41
fields1044.yPos = 19
fields1045.xPos = 41
fields1045.yPos = 20
fields1046.xPos = 41
fields1046.yPos = 21
fields1047.xPos = 41
fields1047.yPos = 22
fields1048.xPos = 41
fields1048.yPos = 23
fields1049.xPos = 41
fields1049.yPos = 24
fields1050.xPos = 42
fields1051.xPos = 42
fields1051.yPos = 1
fields1052.xPos = 42
fields1052.yPos = 2
fields1053.xPos = 42
fields1053.yPos = 3
fields1054.xPos = 42
fields1054.yPos = 4
fields1055.xPos = 42
fields1055.yPos = 5
fields1056.xPos = 42
fields1056.yPos = 6
fields1057.xPos = 42
fields1057.yPos = 7
fields1058.xPos = 42
fields1058.yPos = 8
fields1059.xPos = 42
fields1059.yPos = 9
fields1060.xPos = 42
fields1060.yPos = 10
fields1061.xPos = 42
fields1061.yPos = 11
fields1062.xPos = 42
fields1062.yPos = 12
fields1063.xPos = 42
fields1063.yPos = 13
fields1064.xPos = 42
fields1064.yPos = 14
fields1065.xPos = 42
fields1065.yPos = 15
fields1066.xPos = 42
fields1066.yPos = 16
fields1067.xPos = 42
fields1067.yPos = 17
fields1068.xPos = 42
fields1068.yPos = 18
fields1069.xPos = 42
fields1069.yPos = 19
fields1070.xPos = 42
fields1070.yPos = 20
fields1071.xPos = 42
fields1071.yPos = 21
fields1072.xPos = 42
fields1072.yPos = 22
fields1073.xPos = 42
fields1073.yPos = 23
fields1074.xPos = 42
fields1074.yPos = 24
fields1075.xPos = 43
fields1076.xPos = 43
fields1076.yPos = 1
fields1077.xPos = 43
fields1077.yPos = 2
fields1078.xPos = 43
fields1078.yPos = 3
fields1079.xPos = 43
fields1079.yPos = 4
fields1080.xPos = 43
fields1080.yPos = 5
fields1081.xPos = 43
fields1081.yPos = 6
fields1082.xPos = 43
fields1082.yPos = 7
fields1083.xPos = 43
fields1083.yPos = 8
fields1084.xPos = 43
fields1084.yPos = 9
fields1085.xPos = 43
fields1085.yPos = 10
fields1086.xPos = 43
fields1086.yPos = 11
fields1087.xPos = 43
fields1087.yPos = 12
fields1088.xPos = 43
fields1088.yPos = 13
fields1089.xPos = 43
fields1089.yPos = 14
fields1090.xPos = 43
fields1090.yPos = 15
fields1091.xPos = 43
fields1091.yPos = 16
fields1092.xPos = 43
fields1092.yPos = 17
fields1093.xPos = 43
fields1093.yPos = 18
fields1094.xPos = 43
fields1094.yPos = 19
fields1095.xPos = 43
fields1095.yPos = 20
fields1096.xPos = 43
fields1096.yPos = 21
fields1097.xPos = 43
fields1097.yPos = 22
fields1098.xPos = 43
fields1098.yPos = 23
fields1099.xPos = 43
fields1099.yPos = 24
fields1100.xPos = 44
fields1101.xPos = 44
fields1101.yPos = 1
fields1102.xPos = 44
fields1102.yPos = 2
fields1103.xPos = 44
fields1103.yPos = 3
fields1104.xPos = 44
fields1104.yPos = 4
fields1105.xPos = 44
fields1105.yPos = 5
fields1106.xPos = 44
fields1106.yPos = 6
fields1107.xPos = 44
fields1107.yPos = 7
fields1108.xPos = 44
fields1108.yPos = 8
fields1109.xPos = 44
fields1109.yPos = 9
fields1109.team = "RED"
fields1110.xPos = 44
fields1110.yPos = 10
fields1110.team = "RED"
fields1111.xPos = 44
fields1111.yPos = 11
fields1111.team = "RED"
fields1112.xPos = 44
fields1112.yPos = 12
players1 : fields1112.players
fields1112.team = "RED"
fields1113.xPos = 44
fields1113.yPos = 13
fields1113.team = "RED"
fields1114.xPos = 44
fields1114.yPos = 14
fields1114.team = "RED"
fields1115.xPos = 44
fields1115.yPos = 15
fields1115.team = "RED"
fields1116.xPos = 44
fields1116.yPos = 16
fields1117.xPos = 44
fields1117.yPos = 17
fields1118.xPos = 44
fields1118.yPos = 18
fields1119.xPos = 44
fields1119.yPos = 19
fields1120.xPos = 44
fields1120.yPos = 20
fields1121.xPos = 44
fields1121.yPos = 21
fields1122.xPos = 44
fields1122.yPos = 22
fields1123.xPos = 44
fields1123.yPos = 23
fields1124.xPos = 44
fields1124.yPos = 24
players0.field = fields12
players0.number = 1
players1.team = "RED"
players1.field = fields1112
players1.number = 1
players2.field = fields684
players2.number = 2
players3.team = "RED"
players3.field = fields699
players3.number = 2
players4.field = fields684
players4.number = 3
players5.team = "RED"
ball0 : players5.ball
players5.field = fields684
players5.number = 3
players6.field = fields684
players6.number = 4
players7.team = "RED"
players7.field = fields699
players7.number = 4
players8.field = fields684
players8.number = 5
players9.team = "RED"
players9.field = fields684
players9.number = 5
players10.field = fields684
players10.number = 6
players11.team = "RED"
players11.field = fields684
players11.number = 6
players12.field = fields684
players12.number = 7
players13.team = "RED"
players13.field = fields699
players13.number = 7
players14.field = fields684
players14.number = 8
players15.team = "RED"
players15.field = fields684
players15.number = 8
players16.field = fields684
players16.number = 9
players17.team = "RED"
players17.field = fields699
players17.number = 9
